id,combined_cleaned
579,월 스마트폰 기초 진취형 부산진구평생학습관
580,월 스마트폰 활용 진취형 부산진구평생학습관
581,송협주판화공방 실크스크린 아카데미월 예술형 부산진구평생학습관
582,필수 재테크 상식 금융 부동산 실속 재테크 진취형 북구평생학습관
583, 건강하고 행복한 일상을 위한 스트레스 우울감 긍정 관리법 사회형 북구평생학습관
584,이야기 할머니 양성과정동화구연지도사 사회형 중구평생학습관
585,뉴스와 함께 알아보는 경제이야기 진취형 북구평생학습관
586,동화구연지도사 급 자격과정 사회형 북구평생학습관
587,감성을 더한 글씨 수채 캘리그라피 급 자격과정 예술형 북구평생학습관
588,노후준비전문강사 급 양성과정 사회형 북구평생학습관
589,아는 만큼 보인다 세계 건축여행 진취형 해운대구 평생학습관
590,집에서 따라할 수 있는 소도구 필라테스 사회형 해운대구 평생학습관
591,하반기 평생학습관 한글새움 예쁜 글씨 쓰기 예술형 영도구평생학습관
592,내가 만드는 숏폼릴스 영상 예술형 해운대구 평생학습관
593,미중년 남성 통기타 교실초급 예술형 북구평생학습관
594,생각 쑥쑥 그림책 놀이 반 사회형 영도구평생학습관
595,년 하반기 반 유아 세 진취형 영도구평생학습관
596,년 하반기 반 초등 학년 진취형 영도구평생학습관
597,커피 인문학과 함께 홈카페 즐기기 진취형 북구평생학습관
598,신중년인생이모작 꼭 한번은 들어야 할 웰당잉 사회형 서구평생학습관
599,인공지능이 궁금해 처음 시작하는 생성형 인공지능 알기 진취형 북구평생학습관
600,신중년인생이모작 꼭 한번은 들어야 할 웰다잉 사회형 서구평생학습관
601,모모라미스튜디오 왕초보 나이프화 꽃야간 예술형 부산진구평생학습관
602,야간특강레진공예 책갈피 및 가방걸이 만들기 예술형 서구평생학습관
603,하반기 평생학습관 유쾌한 커뮤니케이션 대화법 사회형 영도구평생학습관
604,마음을 열어주는 생활 수필 쓰기 예술형 중구평생학습관
605,타로심리상담전문가 급 자격과정 진취형 북구평생학습관
606,줌바피트니스댄스 사회형 해운대구 평생학습관
607,하반기 평생학습관 도시로 떠나는 문학여행 사회형 영도구평생학습관
608,스마트폰으로 보는 세상 진취형 해운대구 평생학습관
609,어반드로잉 도시 속 삶을 그리다 예술형 해운대구 평생학습관
610,하반기 평생학습관 밸런스 바디 디자인 사회형 영도구평생학습관
611,하반기 평생학습관 몽글몽글 뜨개소품 만들기 예술형 영도구평생학습관
612,책으로 성장하는 독서 아카데미 진취형 영도구평생학습관
613,해운대 지역강사 역량강화 스킬 업 진취형 해운대구 평생학습관
614,책은 읽고 생각은 익고_어떻게 살 것인가 진취형 북구평생학습관
615,일상에서 소박한 민주주의 찾기 사회형 북구평생학습관
616,디지털배움터 스마트폰스마트하게 사용하기 진취형 사하구평생학습관
617,  멋진인생 청바지청춘은 바로 지금부터 예술형 북구평생학습관
618,시니어 스마트폰 사진 꾸미기신중년 대상 진취형 영도구평생학습관
619,신중년인생이모작 미술심리상담사 자격과정급 진취형 서구평생학습관
620, 신중년인생이모작 미술심리상담사 자격과정 진취형 서구평생학습관
621,책과 함께 떠나는 예술가 기행 진취형 북구평생학습관
622,인생은 놀이다 전래놀이코칭지도사 급 사회형 해운대구 평생학습관
623,업사이클환경교육지도사 급 진취형 해운대구 평생학습관
624,월 사진 편집과 블로그야간 진취형 부산진구평생학습관
625,월 엑셀 시작하기 진취형 부산진구평생학습관
626,월 사진 편집과 블로그 진취형 부산진구평생학습관
627,월 문서편집 시작하기 진취형 부산진구평생학습관
628,월엑셀 시작하기 진취형 부산진구평생학습관
